DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00866,Alprenolol,13655-52-2,SmallMoleculeDrug,,D07156,2119,46506033,51211,PA164750541,,,,,"",,,Alprenolol,http://www.drugs.com/international/alprenolol.html,,2035,25764,DAP000941
DB00867,Ritodrine,26652-09-5,SmallMoleculeDrug,C07239,D02359,33572,46505273,8872,PA451258,,,,,20347,,,Ritodrine,http://www.drugs.com/cons/ritodrine-oral-intravenous.html,,30971,97162,DAP000937
DB00868,Benzonatate,104-31-4,SmallMoleculeDrug,,D00242,7699,46506376,3032,PA164745459,,,,,"",http://www.rxlist.com/cgi/generic/benzon.htm,,Benzonatate,http://www.drugs.com/cdi/benzonatate.html,,7413,,DAP000514
DB00869,Dorzolamide,120279-96-1,SmallMoleculeDrug,C06969,D07871,5284549,46506754,4702,PA164748765,ETS,,,,11213,http://www.rxlist.com/cgi/generic/dorzolamide.htm,,Dorzolamide,http://www.drugs.com/cdi/dorzolamide-drops.html,,4447604,10884,DAP000775
DB00870,Suprofen,40828-46-4,SmallMoleculeDrug,C07320,D00452,5359,46508210,9362,PA451569,,,,,"",,,Suprofen,http://www.drugs.com/mtm/suprofen-ophthalmic.html,,5166,50090676,DAP000730
DB00871,Terbutaline,23031-25-6,SmallMoleculeDrug,C07129,,5403,46506887,9449,PA451616,,,,,2345,http://www.rxlist.com/cgi/generic3/terbutaline.htm,,Terbutaline,http://www.drugs.com/cdi/terbutaline.html,,5210,25770,DAP000246
DB00872,Conivaptan,210101-16-9,SmallMoleculeDrug,,D01236,151171,46504533,681850,PA164742939,,,,,"",,,Conivaptan,http://www.drugs.com/cdi/conivaptan.html,,133239,85095,DNC001525
DB00873,Loteprednol,129260-79-3,SmallMoleculeDrug,,D01689,9865442,46504713,50848,PA164764569,,,,,20429,http://www.rxlist.com/cgi/generic2/lotemax.htm,,Loteprednol,http://www.drugs.com/international/loteprednol.html,,8041134,,DAP001045
DB00874,Guaifenesin,93-14-1,SmallMoleculeDrug,,D00337,3516,46508004,5551,PA449818,,,,,9615,http://www.rxlist.com/cgi/generic2/guaifen.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tus1463.shtml,Guaifenesin,http://www.drugs.com/guaifenesin.html,,3396,,
DB00875,Flupentixol,2709-56-0,SmallMoleculeDrug,C11191,D01044,5281881,46507816,10454,PA10268,,,,,1997; 11347; 2170,,,Flupenthixol,http://www.drugs.com/international/flupentixol.html,,4445173,79172,DAP000026
DB00876,Eprosartan,133040-01-4,SmallMoleculeDrug,C07467,D04040,5281037,46506765,4814,PA449481,,,,,11894,http://www.rxlist.com/cgi/generic3/eprosartan.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tev1538.shtml,Eprosartan,http://www.drugs.com/cdi/eprosartan.html,,4444504,50011977,DAP001367
DB00877,Sirolimus,53123-88-9,SmallMoleculeDrug,C07909,D00753,5284616,46505675,9168,PA451365,RAP,,,,12064,http://www.rxlist.com/cgi/generic2/sirolimus.htm,,Sirolimus,http://www.drugs.com/cdi/sirolimus.html,,10482078,36609,DNC001197
DB00878,Chlorhexidine,55-56-1,SmallMoleculeDrug,C06902,D07668,9552079,46506388,3614,PA164776863,,,,,626; 5280; 5932; 3027,http://www.rxlist.com/cgi/generic2/chlorhexidine.htm,,Chlorhexidine,http://www.drugs.com/cdi/chlorhexidine-liquid.html,,2612,50170723,DAP001326
DB00879,Emtricitabine,143491-57-0,SmallMoleculeDrug,C12599,D01199,60877,46507606,31536,PA10069,ETV,,,,16516,http://www.rxlist.com/cgi/generic3/emtriva.htm,,Emtricitabine,http://www.drugs.com/cdi/emtricitabine.html,,54859,50046283,DAP001084
DB00880,Chlorothiazide,58-94-6,SmallMoleculeDrug,C07461,D00519,2720,46507032,3640,PA448953,,,,,10203,http://www.rxlist.com/cgi/generic2/chloroth.htm,,Chlorothiazide,http://www.drugs.com/cdi/chlorothiazide.html,,2619,39351,DAP000605
DB00881,Quinapril,85441-61-8,SmallMoleculeDrug,C07398,D03752,54892,46506309,8713,PA451205,,,,,11161,http://www.rxlist.com/cgi/generic/quinap.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=Acc1002.html&contentName=Accupril&contentId=03,Quinapril,http://www.drugs.com/cdi/quinapril.html,,49565,50368166,DAP000588
DB00882,Clomifene,911-45-5,SmallMoleculeDrug,C06917,D07726,2800,46504463,3752,PA449046,,,,,9785,http://www.rxlist.com/cgi/generic/clomiph.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/clo1088.shtml,Clomifene,,,2698,,DAP001013
DB00883,Isosorbide Dinitrate,87-33-2,SmallMoleculeDrug,C07456,D00516,6883,46506412,6061,PA450125,,,,,9627,http://www.rxlist.com/cgi/generic2/isodinit.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/iso1212.shtml,,http://www.drugs.com/cdi/isosorbide-dinitrate.html,,6619,,DAP001057
DB00884,Risedronate,105462-24-6,SmallMoleculeDrug,C08233,,5245,46507526,8869,PA451255,RIS,,,,11819,http://www.rxlist.com/cgi/generic/risedronate.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/act1580.shtml,Risedronate,http://www.drugs.com/cdi/risedronate-tablets.html,,5055,12576,DAP000658
DB00885,Pemirolast,69372-19-6,SmallMoleculeDrug,,D01088,57697,46509034,134936,PA164781018,,,,,"",http://www.rxlist.com/cgi/generic/alamast.htm,,Pemirolast,http://www.drugs.com/cdi/pemirolast.html,,51990,,DAP001064
DB00886,Omapatrilat,167305-00-2,SmallMoleculeDrug,,D01970,656629,175426852,135660,,,,,,"",,,Omapatrilat,,,570983,50073120,
DB00887,Bumetanide,28395-03-1,SmallMoleculeDrug,,D00247,2471,46508147,3213,PA448682,,,,,1374,http://www.rxlist.com/cgi/generic2/bumetan.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/bum1058.shtml,Bumetanide,http://www.drugs.com/cdi/bumetanide.html,,2377,25903,DAP000361
DB00888,Mechlorethamine,51-75-2,SmallMoleculeDrug,C07115,D07671,4033,46505784,28925,PA450336,,,,,5632,http://www.rxlist.com/cgi/generic3/mustargen.htm,,Mechlorethamine,http://www.drugs.com/cdi/mechlorethamine.html,,3893,200297,DAP000790
DB00889,Granisetron,109889-09-0,SmallMoleculeDrug,C07023,D04370,5284566,46505137,5537,PA449809,CWB,,,,11382,http://www.rxlist.com/cgi/generic/granisetron.htm,,Granisetron,http://www.drugs.com/cdi/granisetron.html,,10482033,50443668,DAP000295
DB00890,Dienestrol,13029-44-2,SmallMoleculeDrug,C08090,D00898,667476,46504661,4518,PA164745534,,,,,7377,http://www.rxlist.com/cgi/generic2/diene.htm,,Dienestrol,,,580857,40491,DAP001015
DB00891,Sulfapyridine,144-83-2,SmallMoleculeDrug,,D02434,5336,46506991,132842,PA164779050,SFY,,,,8143,,,Sulfapyridine,,,5145,39340,DAP001200
DB00892,Oxybuprocaine,99-43-4,SmallMoleculeDrug,,D01768,4633,46505399,309594,PA164764617,,,,,6189,http://www.rxlist.com/cgi/generic2/fluress.htm,,Oxybuprocaine,,,4472,50017709,DAP001231
DB00893,Iron Dextran,9004-66-4,SmallMoleculeDrug,,D02141,,46506136,,PA164764618,,,,,4832,http://www.rxlist.com/cgi/generic3/fedex.htm,,,http://www.drugs.com/cdi/iron-dextran.html,,,,DAP001312
DB00894,Testolactone,968-93-4,SmallMoleculeDrug,C02197,D00153,13769,46508076,9460,PA164743056,,,,,"",http://www.rxlist.com/cgi/generic2/testolactone.htm,,,http://www.drugs.com/cdi/testolactone.html,,13172,50367848,DAP000624
DB00895,Benzylpenicilloyl Polylysine,31855-75-1,SmallMoleculeDrug,,,45266800,46505002,59297,PA164754810,,,,,8362,,,,,,26331550,,DAP001314
DB00896,Rimexolone,49697-38-3,SmallMoleculeDrug,,D05729,5311412,46504820,135566,PA164752251,,,,,187,http://www.rxlist.com/cgi/generic3/rimexol.htm,,Rimexolone,http://www.drugs.com/cdi/rimexolone.html,,4470902,,DAP000420
DB00897,Triazolam,28911-01-5,SmallMoleculeDrug,,D00387,5556,46509147,9674,PA451753,,,,,2117,http://www.rxlist.com/cgi/generic/triazolam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/hal1192.shtml,Triazolam,http://www.drugs.com/cdi/triazolam.html,,5355,50001765,DAP000244
DB00898,Ethanol,64-17-5,SmallMoleculeDrug,C00469,D00068,702,46506969,16236,PA448073,EOH,,,,8890; 3438,http://www.rxlist.com/cgi/generic/dhydalco.htm,,Ethanol,http://www.drugs.com/alcohol.html,,682,,DAP000681
DB00899,Remifentanil,132875-61-7,SmallMoleculeDrug,C08021,,60815,46504538,8802,PA451232,,,,,11311,http://www.rxlist.com/cgi/generic2/ultiva.htm,,Remifentanil,http://www.drugs.com/cdi/remifentanil.html,,54803,50012491,DAP000264
DB00900,Didanosine,69655-05-6,SmallMoleculeDrug,C06953,D00296,50599,46506255,490877,PA449301,2DI,,,,916,http://www.rxlist.com/cgi/generic3/didanosine.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/vid1482.shtml,Didanosine,http://www.drugs.com/cdi/didanosine-chewable-dispersible-buffered-tablets.html,,45864,50404252,DNC000528
DB00901,Bitolterol,30392-40-6,SmallMoleculeDrug,C06853,D00684,35330,46506895,3133,PA448644,,,,,"",,,Bitolterol,http://www.drugs.com/mtm/bitolterol-inhalation.html,,32525,,
DB00902,Methdilazine,1982-37-2,SmallMoleculeDrug,C07175,D04979,14677,46505472,6823,PA164743018,,,,,"",,,Methdilazine,,,14009,81470,DAP001070
DB00903,Etacrynic acid,58-54-8,SmallMoleculeDrug,,D00313,3278,46507562,4876,PA449518,EAA,,,,10170; 4550,http://www.rxlist.com/cgi/generic3/edecrin.htm,,Ethacrynic_acid,http://www.drugs.com/cdi/ethacrynate-sodium.html,,3163,50186231,DAP000748
DB00904,Ondansetron,99614-02-5,SmallMoleculeDrug,C07325,D00456,4595,46504819,7773,PA450705,,,,,11104; 947,http://www.rxlist.com/cgi/generic/ondansetron.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zof1501.shtml,Ondansetron,http://www.drugs.com/cdi/ondansetron.html,,4434,85330,DAP000221
DB00905,Bimatoprost,155206-00-1,SmallMoleculeDrug,,,5311027,46505334,51230,PA164748867,15M,,,,12108,http://www.rxlist.com/cgi/generic2/bimatoprost.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/lum1578.shtml,Bimatoprost,http://www.drugs.com/cdi/bimatoprost-drops.html,,4470565,220120,DAP001217
DB00906,Tiagabine,115103-54-3,SmallMoleculeDrug,C07503,,60648,46505560,9586,PA451682,,,,,"",http://www.rxlist.com/cgi/generic/gabitril.htm,,Tiagabine,http://www.drugs.com/cdi/tiagabine.html,,54661,50368628,DAP000164
DB00907,Cocaine,50-36-2,SmallMoleculeDrug,C01416,D00110,446220,46506326,27958,PA449072,COC,,,,20241,http://www.rxlist.com/cgi/generic/cocaine.htm,,Cocaine,http://www.drugs.com/cons/cocaine-hydrochloride-topical.html,,10194104,22418,DAP000834
DB00908,Quinidine,56-54-2,SmallMoleculeDrug,C06527,D08458,441074,46505356,28593,PA451209,QDN,,,,6714; 6716; 6717,http://www.rxlist.com/cgi/generic/quinidine.htm,,Quinidine,http://www.drugs.com/cdi/quinidine-gluconate-controlled-release-tablets.html,,389880,50121975,DAP000515
DB00909,Zonisamide,68291-97-4,SmallMoleculeDrug,C07504,D00538,5734,46505278,10127,PA451978,ZON,,,,"",http://www.rxlist.com/cgi/generic3/zonisamide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zon1564.shtml,Zonisamide,http://www.drugs.com/cdi/zonisamide.html,,5532,10888,DAP000500
DB00910,Paricalcitol,131918-61-1,SmallMoleculeDrug,C08127,D00930,5281104,46505780,7931,PA450798,,,,,13272,http://www.rxlist.com/cgi/generic4/zemplar_caps.htm,,,http://www.drugs.com/cdi/paricalcitol.html,,4444552,,DAP000211
DB00911,Tinidazole,19387-91-8,SmallMoleculeDrug,,D01426,5479,46506396,63627,PA10813,,,,,"",,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tin1701.shtml,Tinidazole,http://www.drugs.com/cdi/tinidazole.html,,5279,,
DB00912,Repaglinide,135062-02-1,SmallMoleculeDrug,C07670,D00594,65981,46508150,8805,PA451234,,,,,11860,http://www.rxlist.com/cgi/generic/prandin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pra1343.shtml,Repaglinide,http://www.drugs.com/cdi/repaglinide.html,,59377,50153520,DAP000133
DB00913,Anileridine,144-14-9,SmallMoleculeDrug,,,8944,46505199,61203,PA164768817,,,,,11387,,,Anileridine,,,8600,,DAP001135
DB00914,Phenformin,114-86-3,SmallMoleculeDrug,C07673,,8249,46505230,8064,PA1000,,,,,"",,,Phenformin,,,7953,50240908,DAP000206
DB00915,Amantadine,768-94-5,SmallMoleculeDrug,C06818,,2130,46507081,2618,PA448360,,,,,9905,http://www.rxlist.com/cgi/generic3/amantadine.htm,,Amantadine,http://www.drugs.com/cdi/amantadine.html,,2045,50033369,DAP000781
DB00916,Metronidazole,443-48-1,SmallMoleculeDrug,C07203,D00409,4173,46508911,6909,PA450484,2MN,,,,9880,http://www.rxlist.com/cgi/generic/metron.htm,,Metronidazole,http://www.drugs.com/metronidazole.html,,4029,50375309,DAP000534
DB00917,Dinoprostone,363-24-6,SmallMoleculeDrug,C00584,D00079,5280360,46505549,15551,PA449345,P2E,,,,2161,http://www.rxlist.com/cgi/generic/dinoprostone.htm,,Dinoprostone,http://www.drugs.com/cdi/dinoprostone-gel.html,,4444059,35847,DAP000360
DB00918,Almotriptan,154323-57-6,SmallMoleculeDrug,,,123606,46505165,520985,PA10246,,,,,13247,http://www.rxlist.com/cgi/generic2/almotriptan.htm,,Almotriptan,http://www.drugs.com/cdi/almotriptan.html,,110198,,DAP001345
DB00919,Spectinomycin,1695-77-8,SmallMoleculeDrug,C02078,,15541,46505032,9215,PA164781342,SCM,,,,11211; 8567,http://www.rxlist.com/cgi/generic/trobicin.htm,,Spectinomycin,http://www.drugs.com/mtm/spectinomycin.html,,14785,,DAP000403
DB00920,Ketotifen,34580-13-7,SmallMoleculeDrug,,D01332,3827,46508921,92511,PA450152,,,,,11175; 1944,http://www.rxlist.com/cgi/generic/ketotifen.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/zad1598.shtml,Ketotifen,http://www.drugs.com/cdi/ketotifen-drops.html,,3695,94597,DAP000329
DB00921,Buprenorphine,52485-79-7,SmallMoleculeDrug,C08007,D07132,644073,46505782,3216,PA448685,,,,,12033,http://www.rxlist.com/cgi/generic3/suboxone.htm,,Buprenorphine,http://www.drugs.com/cdi/buprenorphine.html,,559124,,DAP001353
DB00922,Levosimendan,141505-33-1,SmallMoleculeDrug,,,3033825,46507149,50567,PA164749138,,,,,"",,,Levosimendan,,,2298414,,DAP000797
DB00923,Ceforanide,60925-61-3,SmallMoleculeDrug,C06884,D00259,43507,46504532,3495,PA164746057,,,,,"",,,Ceforanide,,,39656,,DAP001175
DB00924,Cyclobenzaprine,303-53-7,SmallMoleculeDrug,C06931,,2895,46508313,3996,PA449160,,,,,2143,http://www.rxlist.com/cgi/generic/cyclobnz.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/fle1179.shtml,Cyclobenzaprine,http://www.drugs.com/cyclobenzaprine.html,,2792,112774,DAP000891
DB00925,Phenoxybenzamine,59-96-1,SmallMoleculeDrug,C07435,,4768,46507191,8077,PA450919,,,,,"",http://www.rxlist.com/cgi/generic3/phenoxybenz.htm,,Phenoxybenzamine,http://www.drugs.com/cdi/phenoxybenzamine.html,,4604,50017679,DAP000478
DB00926,Etretinate,54350-48-0,SmallMoleculeDrug,,D00316,3312,46504486,4913,PA449554,,,,,"",,,Etretinate,,,4445538,,
DB00927,Famotidine,76824-35-6,SmallMoleculeDrug,,D00318,3325,46507397,4975,PA449586,,,,,1395,http://www.rxlist.com/cgi/generic/famot.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pep1325.shtml,Famotidine,http://www.drugs.com/famotidine.html,,3208,50036754,DAP000341
DB00928,Azacitidine,320-67-2,SmallMoleculeDrug,C11262,D03021,9444,46509032,2038,PA451996,5AE,,,,20554,http://www.rxlist.com/cgi/generic3/vidaza.htm,,Azacitidine,http://www.drugs.com/cdi/azacitidine.html,,9072,50424715,DAP000640
DB00929,Misoprostol,59122-46-2,SmallMoleculeDrug,,D00419,5282381,46505041,63610,PA450523,,,,,1859,http://www.rxlist.com/cgi/generic/misopro.htm,,Misoprostol,http://www.drugs.com/cdi/misoprostol.html,,4445541,85606,DAP000358
DB00930,Colesevelam,182815-43-6,SmallMoleculeDrug,,,,46505437,,PA449095,,,,,20982,http://www.rxlist.com/cgi/generic2/colesevelam.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/wel1551.shtml,Colesevelam,http://www.drugs.com/cdi/colesevelam.html,,,,
DB00931,Methacycline,914-00-1,SmallMoleculeDrug,C07654,D04972,54675785,46506631,6805,PA164750512,,,,,"",,,Methacycline,,,10468596,50046500,DAP000883
DB00932,Tipranavir,174484-41-4,SmallMoleculeDrug,,,54682461,46506257,63628,PA163522473,TPV,,,,12684,http://www.rxlist.com/cgi/generic/aptivus.htm,,Tipranavir,http://www.drugs.com/cdi/tipranavir.html,,10482313,558,DAP001085
DB00933,Mesoridazine,5588-33-0,SmallMoleculeDrug,C07143,D02671,4078,46506724,6780,PA450386,,,,,11278,http://www.rxlist.com/cgi/generic3/mesoridazine.htm,,Mesoridazine,http://www.drugs.com/mtm/mesoridazine.html,,3936,50131440,DAP000252
DB00934,Maprotiline,10262-69-8,SmallMoleculeDrug,C07107,D02566,4011,46508358,6690,PA450322,,,,,2274,,,Maprotiline,http://www.drugs.com/cdi/maprotiline.html,,3871,35228,DAP001150
DB00935,Oxymetazoline,1491-59-4,SmallMoleculeDrug,C07363,,4636,46505622,7862,PA164748840,,,,,10195,,,Oxymetazoline,http://www.drugs.com/cdi/oxymetazoline-solution.html,,4475,30712,DAP000235
DB00936,Salicylic acid,69-72-7,SmallMoleculeDrug,C00805,D00097,338,46504942,16914,PA451299,SAL,,,,9766; 9783,,,Salicylic_acid,,,331,26193,DAP000731
DB00937,Diethylpropion,90-84-6,SmallMoleculeDrug,C06954,,7029,46506622,4530,PA164778098,,,,,9897,http://www.rxlist.com/cgi/generic3/diethprop.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ten1435.shtml,Diethylpropion,http://www.drugs.com/cdi/diethylpropion.html,,6762,,DAP001452
DB00938,Salmeterol,89365-50-4,SmallMoleculeDrug,C07241,D05792,5152,46508024,64064,PA451300,,,,,11282,http://www.rxlist.com/cgi/generic/salmeterol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ser1401.shtml,Salmeterol,http://www.drugs.com/cdi/salmeterol.html,,4968,25771,DAP000947
DB00939,Meclofenamic acid,644-62-2,SmallMoleculeDrug,C07117,D02341,4037,46507887,6710,PA450341,JMS,,,,2114,http://www.rxlist.com/cgi/generic/meclofen.htm,,Meclofenamic_acid,,,3897,22971,DNC000919
DB00940,Methantheline,5818-17-7,SmallMoleculeDrug,C07849,,4097,46505807,6817,PA164747037,,,,,"",,,,,,3955,,DAP001109
DB00941,Hexafluronium,4844-10-4,SmallMoleculeDrug,,D04435,3601,46507171,135804,PA164743020,,,,,"",,,Hexafluronium_bromide,,,3475,,DAP000963
DB00942,Cycrimine,77-39-4,SmallMoleculeDrug,,,2911,46506736,59692,PA164749387,,,,,"",,,,,,2808,,DAP001120
DB00943,Zalcitabine,7481-89-2,SmallMoleculeDrug,C07207,D00412,24066,46507879,10101,PA451950,,,,,884,http://www.rxlist.com/cgi/generic2/zalcit.htm,,Zalcitabine,http://www.drugs.com/cdi/zalcitabine.html,,22498,50145605,DNC000527
DB00944,Demecarium,"",SmallMoleculeDrug,,D00667,5966,46507824,59719,PA164745610,,,,,"",http://www.rxlist.com/cgi/generic2/demecarium.htm,,Demecarium_bromide,http://www.drugs.com/mtm/demecarium-bromide-ophthalmic.html,,5751,,DAP000894
DB00945,Acetylsalicylic acid,50-78-2,SmallMoleculeDrug,C01405,D00109,2244,46505803,15365,PA448497,AIN,,,,150,http://www.rxlist.com/cgi/generic/asa.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/asp1033.shtml,Aspirin,http://www.drugs.com/aspirin.html,,2157,22360,DAP000843
DB00946,Phenprocoumon,435-97-2,SmallMoleculeDrug,,,54680692,46506423,50438,PA450921,,,,,"",,,Phenprocoumon,,,10441592,768,DAP000771
DB00947,Fulvestrant,129453-61-8,SmallMoleculeDrug,,D01161,17756771,46508664,31638,PA164747170,,,,,13276,http://www.rxlist.com/cgi/generic/faslodex.htm,,Fulvestrant,http://www.drugs.com/cdi/fulvestrant.html,,21475029,50169743,DAP000319
DB00948,Mezlocillin,51481-65-3,SmallMoleculeDrug,C07221,D05021,656511,46506692,6919,PA164750540,,,,,"",,,Mezlocillin,,,570894,,DAP001180
DB00949,Felbamate,25451-15-4,SmallMoleculeDrug,C07501,D00536,3331,46506375,4995,PA449590,,,,,"",http://www.rxlist.com/cgi/generic3/felbamate.htm,,Felbamate,http://www.drugs.com/cdi/felbamate.html,,3214,50088430,DAP000093
DB00950,Fexofenadine,83799-24-0,SmallMoleculeDrug,C06999,,3348,46504676,5050,PA449621,,,,,11456,http://www.rxlist.com/cgi/generic/fexofen.htm,,Fexofenadine,http://www.drugs.com/cdi/fexofenadine.html,,3231,22874,DAP000330
DB00951,Isoniazid,54-85-3,SmallMoleculeDrug,C07054,D00346,3767,46506039,6030,PA450112,NIZ,,,,6618,http://www.rxlist.com/cgi/generic2/isoniaz.htm,,Isoniazid,http://www.drugs.com/cdi/isoniazid.html,,3635,50336507,DAP000011
DB00952,Naratriptan,121679-13-8,SmallMoleculeDrug,C07792,,4440,46507243,7478,PA450597,,,,,11770,http://www.rxlist.com/cgi/generic2/naratript.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ame1018.shtml,Naratriptan,http://www.drugs.com/cdi/naratriptan.html,,4287,50073682,DAP000890
DB00953,Rizatriptan,144034-80-0,SmallMoleculeDrug,,D00675,5078,46506557,48273,PA451264,,,,,11899,http://www.rxlist.com/cgi/generic2/rizatrip.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/max1248.shtml,Rizatriptan,http://www.drugs.com/cdi/rizatriptan.html,,4900,50033437,DAP000220
DB00954,Dirithromycin,62013-04-1,SmallMoleculeDrug,,D03865,6473883,46509156,474014,PA449368,,,,,"",http://www.rxlist.com/cgi/generic2/dirthromycin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dyn1151.shtml,Dirithromycin,http://www.drugs.com/mtm/dirithromycin.html,,4976073,59397,DAP000888
DB00955,Netilmicin,56391-56-1,SmallMoleculeDrug,C07657,D08268,441306,46507404,7528,PA164754913,,,,,8353,,,Netilmicin,,,20152952,,DAP000404
DB00956,Hydrocodone,125-29-1,SmallMoleculeDrug,C08024,D08045,5284569,46506225,5779,PA449900,,,,,20386; 6161,http://www.rxlist.com/cgi/generic/hydrocod.htm,,Hydrocodone,,,4447623,50386689,DAP000253
DB00957,Norgestimate,35189-28-7,SmallMoleculeDrug,,D05209,6540478,46507381,50815,PA164744346,,,,,7492,http://www.rxlist.com/cgi/generic/norgestimest.htm,,Norgestimate,,,5022837,,DAP001210
DB00958,Carboplatin,41575-94-4,SmallMoleculeDrug,,D01363,38904,46507170,31355,PA448803,,,,,1755,http://www.rxlist.com/cgi/generic3/carboplat.htm,,Carboplatin,http://www.drugs.com/cdi/carboplatin.html,,8514637,,DAP000535
DB00959,Methylprednisolone,83-43-2,SmallMoleculeDrug,,D00407,6741,46504885,6888,PA450466,,,,,7626; 7624; 7621,http://www.rxlist.com/cgi/generic/methprd.htm,,Methylprednisolone,http://www.drugs.com/methylprednisolone.html,,6485,,DAP001040
DB00960,Pindolol,13523-86-9,SmallMoleculeDrug,C07445,D00513,4828,46508362,8214,PA450966,,,,,2144,http://www.rxlist.com/cgi/generic3/pindolol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pin1611.shtml,Pindolol,http://www.drugs.com/cdi/pindolol.html,,4662,50019443,DAP000025
DB00961,Mepivacaine,96-88-8,SmallMoleculeDrug,C07528,,4062,46507857,6759,PA164748741,,,,,10271,http://www.rxlist.com/cgi/generic2/mepivacaine.htm,,Mepivacaine,http://www.drugs.com/cdi/mepivacaine.html,,3922,50417964,DAP001232
DB00962,Zaleplon,151319-34-5,SmallMoleculeDrug,C07484,D00530,5719,46508267,10102,PA451952,,,,,11989,http://www.rxlist.com/cgi/generic3/zaleplon.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/son1537.shtml,Zaleplon,http://www.drugs.com/cdi/zaleplon.html,,5517,86521,DAP000266
