DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key
DB01124,APRD00267,Tolbutamide,64-77-7,982XCM1FOI,1-Butyl-3-(P-methylphenylsulfonyl)urea | 1-Butyl-3-(P-tolylsulfonyl)urea | 1-Butyl-3-tosylurea | 1-P-Toluenesulfonyl-3-butylurea | 3-(P-Tolyl-4-sulfonyl)-1-butylurea | N-(4-Methylbenzenesulfonyl)-n'-butylurea | N-(4-Methylphenylsulfonyl)-n'-butylurea | N-(P-Methylbenzenesulfonyl)-n'-butylurea | N-(Sulfonyl-P-methylbenzene)-n'-N-butylurea | N-Butyl-n'-(4-methylphenylsulfonyl)urea | N-Butyl-N'-(p-tolylsulfonyl)urea | N-Butyl-n'-P-toluenesulfonylurea | N-N-Butyl-n'-tosylurea | Orinase (tn) | Tolbutamida | Tolbutamide | Tolbutamidum | Tolylsulfonylbutylurea,JLRGJRBPOGGCBT-UHFFFAOYSA-N
DB01125,APRD00799,Anisindione,117-37-3,S747T1ERAJ,"2-(4-Methoxyphenyl)-1H-indene-1,3(2H)-dione | 2-(4-Methoxyphenyl)indan-1,3-dione | 2-(P-Methoxyphenyl)-1,3-indandione | 2-(P-Methoxyphenyl)indane-1,3-dione | 2-P-Anisyl-1,3-indandione | 2-Para-anisyl-1,3-indandione | Anisin indandione | Anisindiona | Anisindionum",XRCFXMGQEVUZFC-UHFFFAOYSA-N
DB01126,APRD00385,Dutasteride,164656-23-9,O0J6XJN02I,"(5alpha,17beta)-N-(2,5-Bis(trifluoromethyl)phenyl)-3-oxo-4-azaandrost-1-ene-17-carboxamide | alpha,alpha,alpha,Alpha',alpha',alpha'-hexafluoro-3-oxo-4-aza-5alpha-androst-1-ene-17beta-carboxy-2',5'-xylidide",JWJOTENAMICLJG-QWBYCMEYSA-N
DB01127,APRD00943,Econazole,27220-47-9,6Z1Y2V4A7M,"(+-)-Econazole | 1-(2,4-Dichloro-beta-((P-chlorobenzyl)oxy)phenethyl)imidazole | Econazole | Econazole Nitrate",LEZWWPYKPKIXLL-UHFFFAOYSA-N
DB01128,APRD00042 | DB06284,Bicalutamide,90357-06-5,A0Z3NAU9DP,Bicalutamida | Bicalutamide | Bicalutamidum,LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01129,APRD01212,Rabeprazole,117976-89-3,32828355LL,Clofezone | Rabeprazole,YREYEVIYCVEVJK-UHFFFAOYSA-N
DB01130,APRD01197,Prednicarbate,73771-04-7,V901LV1K7D,"",FNPXMHRZILFCKX-KAJVQRHHSA-N
DB01131,APRD00188,Proguanil,500-92-5,S61K3P7B2V, N-(4-Chlorophenyl)-n'-(isopropyl)-imidodicarbonimidic diamide | 1-(P-Chlorophenyl)-5-isopropylbiguanide | Chlorguanide | Chloroguanide | N-(4-Chlorophenyl)-n'-(isopropyl)-imidodicarbonimidic diamide | Proguanilum,SSOLNOMRVKKSON-UHFFFAOYSA-N
DB01132,APRD00653,Pioglitazone,111025-46-8,X4OV71U42S,"(+-)-5-((4-(2-(5-Ethyl-2-pyridinyl)ethoxy)phenyl)methyl)-2,4-thiazolidinedione | 5-{4-[2-(5-ethylpyridin-2-yl)ethoxy]benzyl}-1,3-thiazolidine-2,4-dione | Pioglitazona | Pioglitazone | Pioglitazonum",HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01133,APRD01259,Tiludronic acid,89987-06-4,6PNS59HP4Y,Acide tiludronique | Acido tiludronico | Acidum tiludronicum | Tiludronate,DKJJVAGXPKPDRL-UHFFFAOYSA-N
DB01134,APRD00709,Desoxycorticosterone Pivalate,808-48-0,16665T4A2X,11-deoxycorticosterone pivalate | Deoxycorticosterone Pivalate | Deoxycorticosterone Trimethylacetate | Deoxycortolone Pivalate | Deoxycortone Pivalate | Deoxycortone Trimethylacetate | Desoxycorticosterone Trimethylacetate | Desoxycortone Pivalate | DOCP | DTMA,VVOIQBFMTVCINR-WWMZEODYSA-N
DB01135,APRD00934 | DB01334,Doxacurium chloride,106819-53-8,MN728NK085,"",APADFLLAXHIMFU-LGIHQUBZSA-L
DB01136,APRD00091,Carvedilol,72956-09-3,0K47UL67F2,(+-)-1-(Carbazol-4-yloxy)-3-((2-(O-methoxyphenoxy)ethyl)amino)-2-propanol | Carvedilol | Carvedilolum | SKF 105517,OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01137,APRD00477 | DB06085,Levofloxacin,100986-85-4,RIX4E89Y14,"(-)-Ofloxacin | (3S)-(-)-9-Fluoro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de][1,4]benzoxazine-6-carboxylic acid | (S)-(-)-9-Fluoro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de][1,4]benzooxazine-6-carboxylic acid | (S)-9-Fluoro-2,3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid | (S)-Ofloxacin | L-ofloxacin | Levofloxacine | Levofloxacino | Levofloxacinum | Ofloxacin S-(-)-form",GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01138,APRD00620,Sulfinpyrazone,57-96-5,V6OFU47K3W,"1,2-Diphenyl-3,5-dioxo-4-(2-phenylsulfinylethyl)pyrazolidine | 1,2-Diphenyl-4-(2'-phenylsulfinethyl)-3,5-pyrazolidinedione | 4-(2-Benzenesulfinylethyl)-1,2-diphenylpyrazolidine-3,5-dione | Sulfoxyphenylpyrazolidine",MBGGBVCUIVRRBF-UHFFFAOYSA-N
DB01139,APRD00860,Cefapirin,21593-23-7,89B59H32VN,"(6R,7R)-3-(Acetoxymethyl)-8-oxo-7-{[(pyridin-4-ylsulfanyl)acetyl]amino}-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Cefapirin | Cefapirina | Cefapirine | Cefapirinum | Cefaprin | Cephapirin | Cephapirine | CEPR",UQLLWWBDSUHNEB-CZUORRHYSA-N
DB01140,APRD00196,Cefadroxil,50370-12-2,Q525PA8JJB,CDX | Cefadroxil anhydrous | Cefadroxilo | Cefadroxilum | Cephadroxil | D-Cefadroxil,BOEGTKLJZSQCCD-UEKVPHQBSA-N
DB01141,APRD01114,Micafungin,235114-32-6,R10H71BSWG,"",PIEUQSKUWLMALL-YABMTYFHSA-N
DB01142,APRD00398,Doxepin,1668-19-5,F96TTB8728,Cidoxepin | Doxepin,ODQWQRRAPPTVAG-BOPFTXTBSA-N
DB01143,APRD00021,Amifostine,20537-88-6,ILA426L95O,Amifostina | Amifostinum | Aminopropylaminoethyl thiophosphate,JKOQGQFVAUAYPM-UHFFFAOYSA-N
DB01144,APRD00131 | DB07948,Diclofenamide,120-97-8,VVJ6673MHY,"1,3-disulfamoyl-4,5-dichlorobenzene | 1,3-Disulfamyl-4,5-dichlorobenzene | 3,4-Dichloro-5-sulfamylbenzenesulfonamide | 4,5-Dichloro-1,3-benzenedisulfonamide | 4,5-dichloro-1,3-disulfamoylbenzene | 4,5-Dichloro-benzene-1,3-disulfonic acid diamide | 4,5-dichloro-m-benzenedisulfonamide | 4,5-DICHLOROBENZENE-1,3-disulfonamide | Dichlofenamide | Dichlorophenamide | Dichlorphenamide | Diclofenamida | Diclofenamide | Diclofenamidum",GJQPMPFPNINLKP-UHFFFAOYSA-N
DB01145,APRD00704,Sulfoxone,144-76-3,0G3C18OH4D,Aldesulfone | Aldesulphone,NEDPPCHNEOMTJV-UHFFFAOYSA-N
DB01146,APRD00719,Diphenylpyraline,147-20-6,33361OE3AV,1-Methyl-4-hydroxypiperidine benzhydryl ether | 1-Methyl-4-piperidyl benzhydryl ether | 4-(Benzhydryloxy)-1-methylpiperidine | 4-(Benzhydryloxy)-N-methylpiperidine | Difenilpiralina | Diphenylpyralamine | Diphenylpyralinum,OWQUZNMMYNAXSL-UHFFFAOYSA-N
DB01147,APRD00882 | EXPT01068,Cloxacillin,61-72-3,O6X5QGC2VB,"(2S,5R,6R)-6-({[3-(2-chlorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid | (3-(O-Chlorophenyl)-5-methyl-4-isoxazolyl)penicillin | 6-(3-(O-Chlorophenyl)-5-methyl-4-isoxazolecarboxamido)penicillanic acid | Cloxacilina | Cloxacilline | Cloxacillinum",LQOLIRLGBULYKD-JKIFEVAISA-N
DB01148,APRD00972,Flavoxate,15301-69-6,3E74Y80MEY,2-(1-Piperidinyl)ethyl 3-methyl-4-oxo-2-phenyl-4H-chromene-8-carboxylate | 2-Piperidinoethyl 3-methyl-4-oxo-2-phenyl-4H-1-benzopyran-8-carboxylate | 2-Piperidinoethyl 3-methylflavone-8-carboxylate | beta-Piperidinoethyl 3-methylflavone-8-carboxylate | Flavoxate | Flavoxate HCI | Flavoxato | Flavoxatum,SPIUTQOUKAMGCX-UHFFFAOYSA-N
DB01149,APRD00402,Nefazodone,83366-66-9,59H4FCV1TF,"1-(3-(4-(m-Chlorophenyl)-1-piperazinyl)propyl)-3-ethyl-4-(2-phenoxyethyl)-delta2-1,2,4-triazolin-5-one | Nefazodona | Nefazodone | Nefazodonum",VRBKIVRKKCLPHA-UHFFFAOYSA-N
DB01150,APRD00461,Cefprozil,92665-29-7,S1SDI2FJIY,Cefprozil anhydrous | Cefprozilo | Cefprozilum,WDLWHQDACQUCJR-ZAMMOSSLSA-N
DB01151,APRD00022 | DB07682,Desipramine,50-47-5,TG537D343B,"3-(10,11-DIHYDRO-5H-dibenzo[b,F]azepin-5-yl)-N-methylpropan-1-amine | 5-(gamma-Methylaminopropyl)iminodibenzyl | 5-(γ-methylaminopropyl)iminodibenzyl | Déméthylimipramine | Desipramin | Desipramina | Desipramine | Desipraminum | Desmethylimipramine | DMI | Monodemethylimipramine | N-(3-methylaminopropyl)iminobibenzyl | Norimipramine",HCYAFALTSJYZDH-UHFFFAOYSA-N
DB01152,APRD00843,Candicidin,1403-17-4,48N2IYJ202,Candicidina | Candicidine | Candicidinum | Candizidin,
DB01153,APRD00305,Sertaconazole,99592-32-2,72W71I16EG,Demofix | Sertaconazol | Sertaconazole | Sertaconazolum,JLGKQTAYUIMGRK-UHFFFAOYSA-N
DB01154,APRD00154,Thiamylal,77-27-0,01T23W89FR,"5-Allyl-5-(1-methylbutyl)-2-thiobarbituric acid | 5-Allyl-5-(1-methylbutyl)-2-thioxodihydro-4,6(1H,5H)-pyrimidinedione | 5-Allyl-5-(1-methylbutyl)-2-thioxodihydropyrimidine-4,6(1H,5H)-dione | dihydro-5-(1-Methylbutyl)-5-(2-propenyl)-2-thioxo-4,6(1H,5H)-pyrimidinedione | Thiamylal | Thioseconal",XLOMZPUITCYLMJ-UHFFFAOYSA-N
DB01155,APRD00053,Gemifloxacin,175463-14-6,OKR68Y0E4T,Factiv | Gemifloxacin mesilate | gemifloxacin mesylate,ZRCVYEYHRGVLOC-HYARGMPZSA-N
DB01156,APRD00621,Bupropion,34911-55-2,01ZG3TPX31,Amfebutamone,SNPPWIUOZRMYNY-UHFFFAOYSA-N
DB01157,APRD00268,Trimetrexate,52128-35-5,UPN4ITI8T4,Trimetrexato | Trimetrexatum,NOYPYLRCIDNJJB-UHFFFAOYSA-N
DB01158,APRD00830,Bretylium,59-41-6,RZR75EQ2KJ,"(2-Bromobenzyl)ethyldimethylaminium | 2-Bromo-N-ethyl-N,N-dimethylbenzenemethanaminium | N-Ethyl-N,N-dimethyl-2-bromobenzenemethanaminium",AAQOQKQBGPPFNS-UHFFFAOYSA-N
DB01159,APRD00598 | EXPT01754 | DB02330,Halothane,151-67-7,UQT9G45D1P,"1-Bromo-1-chloro-2,2,2-trifluoroethane | 1,1,1-Trifluoro-2-bromo-2-chloroethane | 1,1,1-Trifluoro-2-chloro-2-bromoethane | 2-Bromo-2-Chloro-1,1,1-Trifluoroethane | 2,2,2-Trifluoro-1-chloro-1-bromoethane | Bromochlorotrifluoroethane | Ftorotan | Halotano | Halothane | Halothanum | Narcotane | Phthorothanum | Rhodialothan",BCQZXOMGPXTTIC-UHFFFAOYSA-N
DB01160,APRD00926,Dinoprost Tromethamine,38562-01-5,CT6BBQ5A68,Dinoprost trometamol | PGF2-alpha THAM | PGF2alpha THAM | Prostaglandin F2-alpha THAM | Prostaglandin F2a tromethamine | Prostaglandin F2alpha tham | Prostin F2 Alpha,IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01161,APRD00404,Chloroprocaine,133-16-4,5YVB0POT2H,2-Chloroprocaine | 4-amino-2-Chlorobenzoic acid 2-(diethylamino)ethyl ester | Chloroprocain | Chloroprocaine | Chloroprocainum | Chlorprocaine | Cloroprocaina,VDANGULDQQJODZ-UHFFFAOYSA-N
DB01162,APRD00667,Terazosin,63590-64-7,8L5014XET7,"1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-((tetrahydro-2-furanyl)carbonyl)piperazine | Terazosina | Terazosine | Térazosine | Terazosinum",VCKUSRYTPJJLNI-UHFFFAOYSA-N
DB01163,APRD00789,Amdinocillin,32887-01-7,V10579P3QZ,Mecillinam | Penicillin HX,BWWVAEOLVKTZFQ-ISVUSNJMSA-N
DB01164,APRD00840,Calcium Chloride,10043-52-4,OFM21057LP,"Calcium chloride anhydrous | Calcium chloride, anhydrous | calcium(2+) chloride",UXVMQQNJUSDDNG-UHFFFAOYSA-L
DB01165,APRD00502,Ofloxacin,82419-36-1,A4P49JAZ9H,"8-Fluoro-3-methyl-9-(4-methyl-piperazin-1-yl)-6-oxo-2,3-dihydro-6H-1-oxa-3a-aza-phenalene-5-carboxylic acid | Ofloxacine | Ofloxacino | Ofloxacinum | OFLX",GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01166,APRD00155,Cilostazol,73963-72-1,N7Z035406B,"3,4-dihydro-6-(4-(1-Cyclohexyl-1H-tetrazol-5-yl)butoxy)-2(1H)-quinolinone | 6-(4-(1-Cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydro-2(1H)-quinolinone | 6-(4-(1-Cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydrocarbostyril | 6-[4-(1-Cyclohexyl-1H-tetrazol-5-yl)-butoxy]-3,4-dihydro-1H-quinolin-2-one | Cilostazole | Cilostazolum",RRGUKTPIGVIEKM-UHFFFAOYSA-N
DB01167,APRD00040,Itraconazole,84625-61-6,304NUG5GF4,Itraconazol | Itraconazole | Itraconazolum | Itrizole (tn) | Oriconazole | Sporanox (tn),VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01168,APRD00695,Procarbazine,671-16-9,35S93Y190K,1-Methyl-2-(p-(isopropylcarbamoyl)benzyl)hydrazine | 2-(p-Isopropylcarbamoylbenzyl)-1-methylhydrazine | 4-((2-Methylhydrazino)methyl)-N-isopropylbenzamide | N-(1-Methylethyl)-4-((2-methylhydrazino)methyl)benzamide | N-4-Isopropylcarbamoylbenzyl-N'-methylhydrazine | N-isopropyl-4-[(2-methylhydrazino)methyl]benzamide | N-Isopropyl-p-(2-methylhydrazinomethyl)-benzamide | N-Isopropyl-α-(2-methylhydrazino)-p-toluamide | p-(2-Methylhydrazinomethyl)-N-isopropylbenzamide | Procarbazin | Procarbazina | Procarbazinum,CPTBDICYNRMXFX-UHFFFAOYSA-N
DB01169,APRD00171,Arsenic trioxide,1327-53-3,S7V92P67HO,Acide Arsenieux | Anhydride Arsenieux | Arsenic Blanc | Arsenic oxide | Arsenic(III) oxide | Arsenigen Saure | Arsenolite | Arsenous oxide | Arsenous oxide anhydride | Diarsenic oxide | Diarsenic trioxide | White arsenic,IKWTVSLWAPBBKU-UHFFFAOYSA-N
DB01170,APRD01007,Guanethidine,55-65-2,ZTI6C33Q2Q,"(2-(hexahydro-1(2h)-azocinyl)ethyl)guanidine | (2-(Octahydro-1-azocinyl)ethyl)guanidine | 2-(1-N,N-Heptamethyleneimino)ethylguanidine | 2-(1'-Azacyclooctyl)ethylguanidine | Azocine, 1-(2-guanidinoethyl)octahydro- | guanéthidine | guanethidinum | guanetidina | Guanidine, (2-(hexahydro-1(2H)-azocinyl)ethyl)- | Heptamethylenimine, 1-(2-guanidinoethyl)- | N-(2-Perhydroazocin-1-ylethyl)guanidine",ACGDKVXYNVEAGU-UHFFFAOYSA-N
DB01171,APRD00603,Moclobemide,71320-77-9,PJ0Y7AZB63,4-Chlor-N-(2-morpholinoethyl)benzamid | 4-Chloro-N-(2-(4-morpholinyl)ethyl)benzamide | 4-Chloro-N-(2-morpholin-4-yl-ethyl)-benzamide | Aurorix | Moclaime | Moclamide | Moclamine | Moclobemid | Moclobemida | Moclobemide | Moclobemidum | p-Chloro-N-(2-morpholinoethyl)benzamide,YHXISWVBGDMDLQ-UHFFFAOYSA-N
DB01172,APRD00026,Kanamycin,59-01-8,EQK9Q303C5,"4,6-diamino-2-hydroxy-1,3-cyclohexane 3,6'diamino-3,6'-dideoxydi-α-D-glucoside | 4,6-diamino-2-hydroxy-1,3-cyclohexylene 3,6'-diamino-3,6'-dideoxydi-D-glucopyranoside | Kanamycin A",SBUJHOSQTJFQJX-NOAMYHISSA-N
DB01173,APRD00097,Orphenadrine,83-98-7,AL805O9OG9,"2-(phenyl-o-tolylmethoxy)ethyldimethylamine | 2-methyldiphenhydramine | beta-Dimethylaminoethyl 2-methylbenzhydryl ether | Dimethyl-[2-(phenyl-O-tolyl-methoxy)-ethyl]-amine | N,N-Dimethyl-2-(alpha-2-tolylbenzoyloxy)ethylamine | N,N-Dimethyl-2-(phenyl(O-tolyl)methoxy)ethanamine | N,N-Dimethyl-2-[(O-methyl-alpha-phenylbenzyl)oxy]ethylamine | o-methyldiphenhydramine | o-monomethyldiphenhydramine | Orfenadrina | ORPHENADRINE | Orphenadrinum | Phenyl-O-tolylmethyl dimethyaminoethyl ether | β-dimethylaminoethyl 2-methylbenzhydryl ether",QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01174,APRD00184,Phenobarbital,50-06-6,YQE403BP4D,"5-ethyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-Ethyl-5-phenyl-pyrimidine-2,4,6-trione | 5-Ethyl-5-phenylbarbituric acid | 5-ethyl-5-phenylpyrimidine-2,4,6(1H,3H,5H)-trione | 5-Phenyl-5-ethylbarbituric acid | Phenobarbital | Phenobarbitol | Phenobarbitone | Phenobarbituric Acid | Phenylaethylbarbitursaeure | Phenylethylbarbiturate | Phenylethylbarbituric Acid | Phenylethylbarbitursaeure | PHENYLETHYLMALONYLUREA",DDBREPKUVSBGFI-UHFFFAOYSA-N
DB01175,APRD00683,Escitalopram,128196-01-0,4O4S742ANY,(+)-Citalopram | (S)-Citalopram | Escitalopram | Escitalopramum | S-(+)-Citalopram | S(+)-Citalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01176,APRD00061,Cyclizine,82-92-8,QRW9FCR9P2,(+-)-1-Diphenylmethyl-4-methylpiperazine | (±)-1-diphenylmethyl-4-methylpiperazine | (N-Benzhydryl)(n'-methyl)diethylenediamine | 1-(Diphenylmethyl)-4-methylpiperazine | 1-Benzhydryl-4-methylpiperazin | Ciclizina | Cyclizine | Cyclizinum | N-Benzhydryl-N'-methylpiperazine | N-methyl-N'-benzhydrylpiperazine,UVKZSORBKUEBAZ-UHFFFAOYSA-N
DB01177,APRD00126,Idarubicin,58957-92-9,ZRP63D75JW,"(1S,3S)-3-Acetyl-3,5,12-trihydroxy-6,11-dioxo-1,2,3,4,6,11-hexahydronaphthacen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranoside | 4-Demethoxydaunomycin | 4-Demethoxydaunorubicin | 5,12-Naphthacenedione, 9-acetyl-7-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,9,11-trihydroxy-, (7S-cis)- | Idarubicina | Idarubicine | Idarubicinum",XDXDZDZNSLXDNA-TZNDIEGXSA-N
DB01178,APRD00865,Chlormezanone,80-77-3,GP568V9G19,"(+-)-Chlormezanone | (±)-chlormezanone | 2-(P-Chlorophenyl)tetrahydro-3-methyl-4H-1,3-thiazin-4-one 1,1-dioxide | 2-(P-Chlorphenyl)-3-methyl-1,3-perhydrothiazin-4-on-1,1-dioxide | Chlormethazanone | Chlormezanona | Chlormezanone | Chlormezanonum | Clormezanona",WEQAYVWKMWHEJO-UHFFFAOYSA-N
DB01179,APRD01189 | DB08417,Podofilox,518-28-5,L36H50F353,"(-)-Podophyllotoxin | 9-HYDROXY-5-(3,4,5-trimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-D][1,3]dioxol-6(5ah)-one | Podofilox | Podophyllinic acid lactone | Podophyllotoxin | Podophyllotoxin 7 | PPT",YJGVMLPVUAXIQN-XVVDYKMHSA-N
DB01180,APRD00112,Rescinnamine,24815-24-5,Q6W1F7DJ2D,"3,4,5-Trimethoxycinnamoyl methyl reserpate | Rescinnamine | Trimethoxy cinnamoyl reserpate de methyl | Tsuruselpi S",SZLZWPPUNLXJEA-QEGASFHISA-N
DB01181,APRD00007,Ifosfamide,3778-73-2,UM20QQM95Y,"3-(2-Chloroethyl)-2-((2-chloroethyl)amino)tetrahydro-2H-1,3,2-oxazaphosphorine 2-oxide | Ifosfamida | Ifosfamidum | Iphosphamide | Isofosfamide | Isophosphamide | Isosfamide",HOMGKSMUEGBAAB-UHFFFAOYSA-N
DB01182,APRD00261,Propafenone,54063-53-5,68IQX3T69U,1-(2-(2-Hydroxy-3-(propylamino)propoxy)phenyl)-3-phenyl-1-propanone | 2-(2'-Hydroxy-3'-propylaminopropoxy)-omega-phenylpropiophenone | Propafenona | Propafenonum,JWHAUXFOSRPERK-UHFFFAOYSA-N
DB01183,APRD00025,Naloxone,465-65-6,36B82AMQ7N,"(−)-naloxone | 1-N-Allyl-14-hydroxynordihydromorphinone | 17-allyl-3,14-dihydroxy-4,5α-epoxymorphinan-6-one | Nalossone | Naloxona | Naloxone | Naloxonum",UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01184,APRD00418,Domperidone,57808-66-9,5587267Z69,"1-(3-(4-(5-chloro-2-oxo-2,3-Dihydrobenzo[D]imidazol-1-yl)piperidin-1-yl)propyl)-1H-benzo[D]imidazol-2(3H)-one | 5-chloro-1-(1-(3-(2-oxo-1-Benzimidazolinyl)propyl)-4-piperidyl)-2-benzimidazolinone | 5-chloro-1-(1-(3-(2-oxo-2,3-Dihydrobenzo[D]imidazol-1-yl)propyl)piperidin-4-yl)-1H-benzo[D]imidazol-2(3H)-one | 5-chloro-1-{1-[3-(2-oxo-2,3-dihydro-benzoimidazol-1-yl)-propyl]-piperidin-4-yl}-1,3-dihydro-benzoimidazol-2-one | Domperidona | Domperidonum",FGXWKSZFVQUSTL-UHFFFAOYSA-N
DB01185,APRD00981,Fluoxymesterone,76-43-7,9JU12S4YFY,"11beta,17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-4-androster-3-one | 17alpha-Methyl-9alpha-fluoro-11beta-hydroxytesterone | 17α-Methyl-9α-fluoro-11β-hydroxytesterone | 9-Fluoro-11beta,17beta-dihydroxy-17-methylandrost-4-en-3-one | 9alpha-Fluoro-11beta-hydroxy-17-methyltestosterone | Fluoximesterona | Fluoxymesteronum | Testosterone, 9-fluoro-11beta-hydroxy-17-methyl-",YLRFCQOZQXIBAB-RBZZARIASA-N
DB01186,APRD00663,Pergolide,66104-22-1,24MJ822NZ9,Pergolida | Pergolidum,YEHCICAEULNIGD-MZMPZRCHSA-N
DB01187,APRD01312 | DB13498,Iophendylate,99-79-6,6V3I57K9UL,Ethyl 10-(p-iodophenyl)-undecanoate | Ethyl 10-(p-iodophenyl)hendecanoate | Ethyl 10-(p-iodophenyl)undecylate | Iofendylate,IWRUDYQZPTVTPA-UHFFFAOYSA-N
DB01188,APRD00871,Ciclopirox,29342-05-0,19W019ZDRJ,6-Cyclohexyl-1-hydroxy-4-methyl-2(1H)-pyridinone | Ciclopiroxum,SCKYRAXSEDYPSA-UHFFFAOYSA-N
DB01189,APRD00907,Desflurane,57041-67-5,CRS35BZ94Q,"(+-)-2-Difluoromethyl 1,2,2,2-tetrafluoroethyl ether | 1,1,1,2-Tetrafluoro-2-(difluoromethoxy)ethane | Desflurane | Desflurano | Desfluranum | Difluoromethyl 1,2,2,2-tetrafluoroethyl ether",DPYMFVXJLLWWEU-UHFFFAOYSA-N
DB01190,APRD00566,Clindamycin,18323-44-9,3U02EL437C,"7-CDL | 7(S)-Chloro-7-deoxylincomycin | Cleocin (tn) | Clindamicina | Clindamycin | Clindamycine | Clindamycinum | Methyl 7-chloro-6,7,8-trideoxy-6-(1-methyl-trans-4-propyl-L-2-pyrrolidinecarboxamido)-1-thio-L-threo-alpha-D-galacto-octopyranoside",KDLRVYVGXIQJDK-AWPVFWJPSA-N
DB01191,APRD00648,Dexfenfluramine,3239-44-9,E35R3G56OV,(+)-fenfluramine | (S)-fenfluramine | (S)-N-Ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine | D-N-Ethyl-alpha-methyl-m-trifluoromethylphenethylamine | Dexfenfluramina | Dexfenfluramine | Dexfenfluraminum | Dextrofenfluramine,DBGIVFWFUFKIQN-VIFPVBQESA-N
DB01192,APRD00158,Oxymorphone,76-41-5,9VXA968E0C,14-Hydroxydihydromorphinone | Dihydrohydroxymorphinone | Dihydroxymorphinone | EN3202 | Oximorphonum | Oxymorphine | Oxymorphone,UQCNKQCJZOAFTQ-ISWURRPUSA-N
DB01193,APRD00772,Acebutolol,37517-30-9,67P356D8GH,(±)-acebutolol | 3'-acetyl-4'-(2-hydroxy-3-(isopropylamino)propoxy)butyranilide | 5'-butyramido-2'-(2-hydroxy-3-isopropylaminopropoxy)acetophenone | Acebutololum | Acetobutolol | N-(3-acetyl-4-[2-hydroxy-3-(isopropylamino)propoxy]phenyl)butanamide | N-[3-acetyl-4-[2-hydroxy-3-[(1-methylethyl)amino]propoxy]phenyl]butanamide,GOEMGAFJFRBGGG-UHFFFAOYSA-N
DB01194,APRD00475,Brinzolamide,138890-62-7,9451Z89515,Brinzolamide,HCRKCZRJWPKOAR-JTQLQIEISA-N
DB01195,APRD00129,Flecainide,54143-55-4,K94FTS1806,"(+-)-Flecainide | CCRIS 313 | Flecaine | Flecainida | Flecainidum | N-(2-Piperidinylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide",DJBNUMBKLMJRSA-UHFFFAOYSA-N
DB01196,APRD00625,Estramustine,2998-57-4,35LT29625A,"17beta-Estradiol 3-(bis(2-chloroethyl)carbamate) | 17β-Estradiol 3-(bis(2-chloroethyl)carbamate) | Estradiol 3-(N,N-bis(2-chloroethyl)carbamate) | Estramustina | Estramustine | Estramustinum",FRPJXPJMRWBBIH-RBRWEJTLSA-N
DB01197,APRD00164,Captopril,62571-86-2,9G64RSX1XD,(2S)-1-[(2S)-2-Methyl-3-sulfanylpropanoyl]pyrrolidine-2-carboxylic acid | Acepress | Apopril | Captolane | Captoprilum | Captopryl | Captoril | Cesplon | CP | D-2-Methyl-3-mercaptopropanoyl-L-proline | D-3-Mercapto-2-methylpropanoyl-L-proline | Dilabar | Garranil | Hypertil | L-Captopril | Lopirin | Tenosbon | Tensobon | Tensoprel,FAKRSMQSSFJEIM-RQJHMYQMSA-N
